cliente_id,nombre_cliente,segmento_cliente,ciudad,edad,ingreso_estimado,producto,saldo_producto,cupo_credito,fecha_vencimiento,fecha_movimiento,categoria_consumo,monto_consumo,canal,estado_producto,cupo_credito_estado,aplica_fecha_vencimiento,primer_movimiento_cliente_producto,categoria_saldo
C001573,Cliente 1573,MASS,Quito,18,564.58,Tarjeta de Crédito,26.14,800.0,2029-06-27,2025-09-30,FUEL,64.9,POS,Activo,CON CUPO,SI,2025-05-03,VALIDADO - HISTÓRICO DISPONIBLE
C001314,Cliente 1314,PREMIUM,Guayaquil,36,5231.98,Tarjeta de Crédito,3726.38,8800.0,2029-06-25,2025-12-16,FOOD,333.5,POS,Activo,CON CUPO,SI,2025-04-27,VALIDADO - HISTÓRICO DISPONIBLE
C000656,Cliente 0656,MASS,Quito,26,1107.83,Cuenta de Ahorros,784.96,,,2025-10-29,NO APLICA,0.0,ATM,Activo,NO APLICA,NO,2025-05-29,VALIDADO - HISTÓRICO DISPONIBLE
C000781,Cliente 0781,PYME,Guayaquil,43,3667.99,Tarjeta de Crédito,2067.79,8100.0,2029-11-13,2025-05-12,OTHERS,163.5,POS,Activo,CON CUPO,SI,2025-02-02,VALIDADO - HISTÓRICO DISPONIBLE
C000196,Cliente 0196,JOVEN,Quito,50,350.53,Tarjeta de Crédito,0.0,700.0,2028-11-07,2026-03-25,FOOD,26.7,Web,Activo,CON CUPO,SI,2025-06-05,VALIDADO - HISTÓRICO DISPONIBLE
C000598,Cliente 0598,PREMIUM,Quito,38,6821.75,Tarjeta de Crédito,8930.43,18200.0,2030-06-13,2026-05-11,OTHERS,504.82,POS,Activo,CON CUPO,SI,2025-01-01,VALIDADO - HISTÓRICO DISPONIBLE
C000009,Cliente 0009,JOVEN,Quito,36,350.0,Cuenta de Ahorros,229.63,,,2025-05-05,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-02-21,VALIDADO - HISTÓRICO DISPONIBLE
C001166,Cliente 1166,AFFLUENT,Guayaquil,36,2741.29,Tarjeta de Crédito,2023.93,6100.0,2030-05-31,2025-01-31,TRAVEL,111.93,POS,Activo,CON CUPO,SI,2025-01-31,VALIDADO - HISTÓRICO DISPONIBLE
C001435,Cliente 1435,MASS,Ambato,30,543.08,Crédito Hipotecario,54761.2,,2030-04-01,2026-08-27,NO APLICA,0.0,App,Activo,NO APLICA,SI,2026-08-27,VALIDADO - HISTÓRICO DISPONIBLE
C000632,Cliente 0632,MASS,Manta,56,570.62,Tarjeta de Crédito,662.09,1000.0,2029-04-24,2025-08-29,FOOD,21.59,ATM,Activo,CON CUPO,SI,2025-03-04,VALIDADO - HISTÓRICO DISPONIBLE
C001038,Cliente 1038,JOVEN,Quito,32,350.0,Cuenta de Ahorros,748.08,,,2026-03-15,NO APLICA,0.0,App,Activo,NO APLICA,NO,2026-03-15,VALIDADO - HISTÓRICO DISPONIBLE
C000164,Cliente 0164,MASS,Cuenca,47,767.23,Tarjeta de Crédito,316.54,2200.0,2027-05-24,2025-07-11,SUPERMARKET,35.79,Web,Activo,CON CUPO,SI,2025-03-21,VALIDADO - HISTÓRICO DISPONIBLE
C000149,Cliente 0149,MASS,Quito,37,1125.25,Tarjeta de Crédito,956.45,2900.0,2028-10-21,2025-05-11,FOOD,58.17,POS,Activo,CON CUPO,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C000513,Cliente 0513,PYME,Quito,41,2200.13,Crédito Vehicular,17487.29,,2030-09-24,2026-06-01,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2026-06-01,VALIDADO - HISTÓRICO DISPONIBLE
C001035,Cliente 1035,MASS,Quito,48,1002.62,Cuenta de Ahorros,4666.47,,,2025-05-08,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-04-22,VALIDADO - HISTÓRICO DISPONIBLE
C001150,Cliente 1150,MASS,Ambato,22,1170.43,Tarjeta de Crédito,540.73,2900.0,2029-06-22,2025-03-19,HEALTH,16.18,App,Activo,CON CUPO,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C001136,Cliente 1136,MASS,Manta,18,874.63,Crédito de Consumo,4791.23,,2031-01-15,2025-09-27,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-04-17,VALIDADO - HISTÓRICO DISPONIBLE
C001930,Cliente 1930,MASS,Guayaquil,53,915.69,Tarjeta de Crédito,881.07,2100.0,2029-12-03,2025-03-30,FOOD,231.43,App,Activo,CON CUPO,SI,2025-01-13,VALIDADO - HISTÓRICO DISPONIBLE
C000980,Cliente 0980,MASS,Cuenca,47,1518.98,Tarjeta de Crédito,79.23,2900.0,2030-07-30,2025-12-12,SUPERMARKET,75.29,Web,Activo,CON CUPO,SI,2025-02-25,VALIDADO - HISTÓRICO DISPONIBLE
C000146,Cliente 0146,PYME,Guayaquil,56,1151.49,Tarjeta de Crédito,562.43,2800.0,2029-06-14,2026-01-23,SUPERMARKET,77.97,POS,Activo,CON CUPO,SI,2025-04-12,VALIDADO - HISTÓRICO DISPONIBLE
C001598,Cliente 1598,PREMIUM,Guayaquil,45,3764.87,Tarjeta de Crédito,3984.07,9000.0,2029-06-15,2025-07-19,ENTERTAINMENT,663.52,POS,Activo,CON CUPO,SI,2025-01-06,VALIDADO - HISTÓRICO DISPONIBLE
C001901,Cliente 1901,PREMIUM,Cuenca,67,4831.38,Tarjeta de Crédito,603.96,8700.0,2030-09-18,2026-01-28,FOOD,449.44,Branch,Activo,CON CUPO,SI,2025-01-26,VALIDADO - HISTÓRICO DISPONIBLE
C000035,Cliente 0035,PYME,Guayaquil,36,2601.37,Tarjeta de Crédito,3328.34,7500.0,2027-01-31,2025-02-15,ENTERTAINMENT,81.63,POS,Activo,CON CUPO,SI,2025-02-04,VALIDADO - HISTÓRICO DISPONIBLE
C001694,Cliente 1694,MASS,Manta,23,1452.77,Tarjeta de Crédito,183.86,2100.0,2030-06-30,2025-06-22,ENTERTAINMENT,656.7,POS,Activo,CON CUPO,SI,2025-01-31,VALIDADO - HISTÓRICO DISPONIBLE
C000085,Cliente 0085,MASS,Guayaquil,51,2098.71,Tarjeta de Crédito,1232.62,4300.0,2028-05-04,2026-02-12,FUEL,177.56,App,Activo,CON CUPO,SI,2025-05-29,VALIDADO - HISTÓRICO DISPONIBLE
C001221,Cliente 1221,MASS,Guayaquil,39,508.66,Crédito Vehicular,25006.44,,2027-08-03,2025-11-20,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-11-20,VALIDADO - HISTÓRICO DISPONIBLE
C000464,Cliente 0464,PREMIUM,Quito,38,4388.54,Tarjeta de Crédito,5808.18,10500.0,2029-01-03,2026-05-11,FUEL,236.15,POS,Activo,CON CUPO,SI,2025-03-07,VALIDADO - HISTÓRICO DISPONIBLE
C001734,Cliente 1734,PYME,Quito,43,1477.21,Tarjeta de Crédito,2076.08,3500.0,2029-05-14,2025-03-15,TRAVEL,47.69,POS,Activo,CON CUPO,SI,2025-02-11,VALIDADO - HISTÓRICO DISPONIBLE
C000471,Cliente 0471,AFFLUENT,Manta,37,2505.03,Tarjeta de Crédito,964.85,4200.0,2029-12-25,2026-03-18,ENTERTAINMENT,79.15,App,Activo,CON CUPO,SI,2025-03-14,VALIDADO - HISTÓRICO DISPONIBLE
C001870,Cliente 1870,AFFLUENT,Loja,20,2595.35,Tarjeta de Crédito,1374.23,6000.0,2027-08-23,2025-04-26,EDUCATION,226.58,POS,Activo,CON CUPO,SI,02/07/2025,VALIDADO - HISTÓRICO DISPONIBLE
C000928,Cliente 0928,JOVEN,Cuenca,35,907.43,Tarjeta de Crédito,553.82,1400.0,2029-11-28,2025-06-02,FOOD,70.49,POS,Activo,CON CUPO,SI,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C000701,Cliente 0701,MASS,Quito,53,1291.36,Tarjeta de Crédito,121.13,1300.0,2027-01-20,2025-04-10,HEALTH,81.39,Web,Activo,CON CUPO,SI,2025-03-19,VALIDADO - HISTÓRICO DISPONIBLE
C002070,Cliente 2070,MASS,Cuenca,62,597.28,Tarjeta de Crédito,568.04,1100.0,2029-07-08,2025-06-15,TRAVEL,14.11,Branch,Activo,CON CUPO,SI,2025-01-01,VALIDADO - HISTÓRICO DISPONIBLE
C000067,Cliente 0067,JOVEN,Manta,20,844.75,Tarjeta de Crédito,950.38,2400.0,2027-09-27,2026-03-23,TRAVEL,23.14,Web,Activo,CON CUPO,SI,2025-03-10,VALIDADO - HISTÓRICO DISPONIBLE
C001255,Cliente 1255,MASS,Quito,28,1422.95,Tarjeta de Crédito,1773.94,3200.0,2029-03-31,2026-01-14,SUPERMARKET,87.35,POS,Activo,CON CUPO,SI,2025-07-29,VALIDADO - HISTÓRICO DISPONIBLE
C001334,Cliente 1334,MASS,Cuenca,42,950.87,Crédito de Consumo,3616.31,,2030-02-02,2025-08-28,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-08-28,VALIDADO - HISTÓRICO DISPONIBLE
C000087,Cliente 0087,MASS,Guayaquil,47,797.22,Tarjeta de Crédito,201.37,1300.0,2027-08-21,2025-11-16,TECHNOLOGY,24.22,Web,Activo,CON CUPO,SI,2025-03-31,VALIDADO - HISTÓRICO DISPONIBLE
C001357,Cliente 1357,MASS,Loja,24,976.97,Crédito Hipotecario,64744.75,,2031-01-26,2026-01-30,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-03-15,VALIDADO - HISTÓRICO DISPONIBLE
C000803,Cliente 0803,MASS,Guayaquil,30,703.5,Tarjeta de Crédito,223.63,1300.0,2027-08-22,2025-02-19,SUPERMARKET,22.14,POS,Activo,CON CUPO,SI,2025-02-19,VALIDADO - HISTÓRICO DISPONIBLE
C001978,Cliente 1978,MASS,Guayaquil,43,943.0,Cuenta de Ahorros,630.76,,,2025-09-10,NO APLICA,0.0,ATM,Activo,NO APLICA,NO,2025-01-08,VALIDADO - HISTÓRICO DISPONIBLE
C000639,Cliente 0639,JOVEN,Guayaquil,64,400.05,Tarjeta de Crédito,276.72,500.0,2028-04-22,2025-06-30,SUPERMARKET,4.94,Web,Activo,CON CUPO,SI,2025-01-23,VALIDADO - HISTÓRICO DISPONIBLE
C000726,Cliente 0726,MASS,Ambato,33,497.7,Crédito Vehicular,12364.14,,2028-05-24,2025-12-28,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-12-28,VALIDADO - HISTÓRICO DISPONIBLE
C001450,Cliente 1450,AFFLUENT,Quito,25,1941.71,Tarjeta de Crédito,3502.54,4900.0,2030-09-01,2025-01-11,STREAMING,25.57,POS,Activo,CON CUPO,SI,2025-01-11,VALIDADO - HISTÓRICO DISPONIBLE
C000200,Cliente 0200,MASS,Manta,36,1255.17,Tarjeta de Crédito,1006.44,3000.0,2027-11-19,2026-08-08,FOOD,40.31,Branch,Activo,CON CUPO,SI,2025-03-09,VALIDADO - HISTÓRICO DISPONIBLE
C001310,Cliente 1310,JOVEN,Guayaquil,48,485.56,Tarjeta de Crédito,207.52,600.0,2030-08-09,2025-11-11,FOOD,32.99,Branch,Activo,CON CUPO,SI,2025-03-11,VALIDADO - HISTÓRICO DISPONIBLE
C001965,Cliente 1965,PREMIUM,Quito,44,3106.87,Tarjeta de Crédito,160.67,8300.0,2027-11-05,2025-07-26,FOOD,420.11,Branch,Activo,CON CUPO,SI,2025-01-24,VALIDADO - HISTÓRICO DISPONIBLE
C000163,Cliente 0163,MASS,Quito,48,838.21,Cuenta Corriente,2155.35,,,2026-08-13,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2026-08-13,VALIDADO - HISTÓRICO DISPONIBLE
C001456,Cliente 1456,AFFLUENT,Guayaquil,36,1709.64,Crédito Hipotecario,77467.17,,2030-05-29,2025-08-09,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-08-09,VALIDADO - HISTÓRICO DISPONIBLE
C001219,Cliente 1219,PREMIUM,Cuenca,18,6232.12,Cuenta Corriente,5984.2,,,2025-09-06,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-01-22,VALIDADO - HISTÓRICO DISPONIBLE
C001325,Cliente 1325,PYME,Quito,47,2637.52,Tarjeta de Crédito,1327.69,3700.0,2029-09-07,2026-06-01,TRAVEL,117.29,POS,Activo,CON CUPO,SI,2025-03-15,VALIDADO - HISTÓRICO DISPONIBLE
C001921,Cliente 1921,MASS,Guayaquil,23,665.21,Cuenta Corriente,1209.32,,,2026-07-18,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2026-07-18,VALIDADO - HISTÓRICO DISPONIBLE
C000168,Cliente 0168,PYME,Cuenca,54,2986.96,Crédito de Consumo,22153.78,,2030-05-13,2025-05-23,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2025-05-23,VALIDADO - HISTÓRICO DISPONIBLE
C000887,Cliente 0887,MASS,Cuenca,58,759.64,Crédito Vehicular,21982.27,,2030-04-05,2025-03-14,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-03-14,VALIDADO - HISTÓRICO DISPONIBLE
C000507,Cliente 0507,MASS,Cuenca,56,1921.08,Tarjeta de Crédito,1844.96,3700.0,2030-06-08,2026-08-29,TRAVEL,26.14,App,Activo,CON CUPO,SI,2025-02-06,VALIDADO - HISTÓRICO DISPONIBLE
C001593,Cliente 1593,AFFLUENT,Guayaquil,34,1982.54,Tarjeta de Crédito,968.61,2100.0,2027-04-20,2025-11-22,FOOD,97.34,ATM,Activo,CON CUPO,SI,2025-03-25,VALIDADO - HISTÓRICO DISPONIBLE
C001545,Cliente 1545,PREMIUM,Quito,18,4769.77,Tarjeta de Crédito,161.71,7600.0,2027-02-04,2025-01-01,TECHNOLOGY,607.22,App,Activo,CON CUPO,SI,2025-01-01,VALIDADO - HISTÓRICO DISPONIBLE
C001931,Cliente 1931,MASS,Guayaquil,27,650.2,Tarjeta de Crédito,88.45,800.0,2029-08-23,2025-03-08,SUPERMARKET,31.76,POS,Activo,CON CUPO,SI,2025-02-06,VALIDADO - HISTÓRICO DISPONIBLE
C001423,Cliente 1423,JOVEN,Quito,48,626.65,Tarjeta de Crédito,394.4,800.0,2026-10-24,2025-01-19,TRAVEL,7.35,POS,Activo,CON CUPO,SI,2025-01-12,VALIDADO - HISTÓRICO DISPONIBLE
C001990,Cliente 1990,AFFLUENT,Quito,30,1306.68,Tarjeta de Crédito,2566.08,3000.0,2027-05-25,2026-06-12,SUPERMARKET,31.9,App,Activo,CON CUPO,SI,2025-10-08,VALIDADO - HISTÓRICO DISPONIBLE
C001512,Cliente 1512,AFFLUENT,Cuenca,47,2942.34,Tarjeta de Crédito,3225.35,5700.0,2030-04-13,2025-03-08,TECHNOLOGY,170.42,POS,Activo,CON CUPO,SI,2025-03-08,VALIDADO - HISTÓRICO DISPONIBLE
C001441,Cliente 1441,JOVEN,Quito,28,751.3,Tarjeta de Crédito,172.91,1200.0,2027-10-30,2025-12-01,STREAMING,61.96,POS,Activo,CON CUPO,SI,2025-05-16,VALIDADO - HISTÓRICO DISPONIBLE
C001031,Cliente 1031,JOVEN,Manta,22,611.7,Tarjeta de Crédito,136.13,1200.0,2029-10-31,2026-07-11,TRAVEL,7.42,Web,Activo,CON CUPO,SI,2025-02-22,VALIDADO - HISTÓRICO DISPONIBLE
C001013,Cliente 1013,AFFLUENT,Guayaquil,31,1407.83,Tarjeta de Crédito,669.04,2800.0,2027-05-21,2025-12-24,FOOD,59.06,POS,Activo,CON CUPO,SI,2025-02-27,VALIDADO - HISTÓRICO DISPONIBLE
C001775,Cliente 1775,PREMIUM,Cuenca,43,4433.01,Cuenta Corriente,12957.25,,,2025-05-17,NO APLICA,0.0,Web,Activo,NO APLICA,NO,2025-05-17,VALIDADO - HISTÓRICO DISPONIBLE
C000313,Cliente 0313,MASS,Quito,60,925.4,Tarjeta de Crédito,760.9,2600.0,2029-03-19,2026-01-02,STREAMING,21.89,POS,Activo,CON CUPO,SI,2025-01-14,VALIDADO - HISTÓRICO DISPONIBLE
C002037,Cliente 2037,MASS,Guayaquil,49,852.66,Tarjeta de Crédito,937.87,2400.0,2030-09-18,2026-05-13,ENTERTAINMENT,158.0,POS,Activo,CON CUPO,SI,2025-01-21,VALIDADO - HISTÓRICO DISPONIBLE
C001747,Cliente 1747,MASS,Guayaquil,34,1244.5,Tarjeta de Crédito,706.26,2000.0,2027-12-25,2026-03-01,ENTERTAINMENT,29.66,POS,Activo,CON CUPO,SI,2025-10-02,VALIDADO - HISTÓRICO DISPONIBLE
C001224,Cliente 1224,JOVEN,Quito,62,452.45,Tarjeta de Crédito,117.52,800.0,2029-08-08,2026-05-17,TRAVEL,7.04,POS,Activo,CON CUPO,SI,2025-04-25,VALIDADO - HISTÓRICO DISPONIBLE
C001236,Cliente 1236,PREMIUM,Manta,52,2875.66,Crédito Vehicular,15271.72,,2030-07-18,2025-04-21,NO APLICA,0.0,Web,Activo,NO APLICA,SI,2025-04-21,VALIDADO - HISTÓRICO DISPONIBLE
C000319,Cliente 0319,MASS,Guayaquil,34,552.26,Tarjeta de Crédito,357.08,1200.0,2030-06-03,2026-05-19,FUEL,148.32,POS,Activo,CON CUPO,SI,2025-01-22,VALIDADO - HISTÓRICO DISPONIBLE
C001157,Cliente 1157,PYME,Quito,37,2185.15,Tarjeta de Crédito,192.54,5500.0,2029-05-07,2026-06-11,TECHNOLOGY,42.92,App,Activo,CON CUPO,SI,2025-07-04,VALIDADO - HISTÓRICO DISPONIBLE
C000774,Cliente 0774,MASS,Cuenca,47,1060.22,Tarjeta de Crédito,433.05,2200.0,2029-05-20,2025-04-19,TRAVEL,33.24,Web,Activo,CON CUPO,SI,2025-04-19,VALIDADO - HISTÓRICO DISPONIBLE
C000306,Cliente 0306,PREMIUM,Quito,42,3837.12,Crédito de Consumo,24598.4,,2026-12-27,2025-10-24,NO APLICA,0.0,App,Activo,NO APLICA,SI,2025-04-26,VALIDADO - HISTÓRICO DISPONIBLE
C001733,Cliente 1733,PREMIUM,Quito,27,6102.53,Crédito Hipotecario,60751.24,,2031-04-29,2026-05-01,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2026-05-01,VALIDADO - HISTÓRICO DISPONIBLE
C001892,Cliente 1892,MASS,Quito,45,350.0,Tarjeta de Crédito,165.82,500.0,2027-07-02,2025-11-28,SUPERMARKET,40.6,POS,Activo,CON CUPO,SI,2025-01-31,VALIDADO - HISTÓRICO DISPONIBLE
C000953,Cliente 0953,MASS,Cuenca,33,627.02,Cuenta de Ahorros,1758.17,,,2025-06-27,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-05-09,VALIDADO - HISTÓRICO DISPONIBLE
C001135,Cliente 1135,PREMIUM,Ambato,35,2048.43,Tarjeta de Crédito,1404.59,4900.0,2028-02-29,2025-02-11,EDUCATION,42.87,App,Activo,CON CUPO,SI,2025-02-11,VALIDADO - HISTÓRICO DISPONIBLE
C001515,Cliente 1515,JOVEN,Manta,45,639.34,Tarjeta de Crédito,689.27,1200.0,2029-03-16,2025-10-26,TECHNOLOGY,12.12,Web,Activo,CON CUPO,SI,2025-01-28,VALIDADO - HISTÓRICO DISPONIBLE
C001933,Cliente 1933,MASS,Loja,36,887.42,Tarjeta de Crédito,164.6,1800.0,2030-04-14,2025-03-03,OTHERS,86.62,POS,Activo,CON CUPO,SI,2025-03-03,VALIDADO - HISTÓRICO DISPONIBLE
C001484,Cliente 1484,PYME,Guayaquil,36,1995.37,Tarjeta de Crédito,1020.44,4400.0,2027-04-28,2025-01-17,EDUCATION,143.47,POS,Activo,CON CUPO,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C000820,Cliente 0820,MASS,Loja,32,597.97,Tarjeta de Crédito,522.93,1000.0,2026-12-05,2025-01-19,STREAMING,18.67,POS,Activo,CON CUPO,SI,2025-01-19,VALIDADO - HISTÓRICO DISPONIBLE
C001440,Cliente 1440,JOVEN,Quito,31,716.14,Tarjeta de Crédito,248.16,1100.0,2030-03-10,2025-06-29,EDUCATION,105.52,App,Activo,CON CUPO,SI,2025-05-28,VALIDADO - HISTÓRICO DISPONIBLE
C000969,Cliente 0969,PYME,Guayaquil,33,4931.55,Tarjeta de Crédito,2927.83,9300.0,2029-04-19,2026-08-26,FOOD,542.09,Web,Activo,CON CUPO,SI,2025-01-16,VALIDADO - HISTÓRICO DISPONIBLE
C001734,Cliente 1734,PYME,Quito,43,1477.21,Crédito de Consumo,23768.65,,2029-01-01,2026-04-20,NO APLICA,0.0,App,Activo,NO APLICA,SI,2026-04-04,VALIDADO - HISTÓRICO DISPONIBLE
C001162,Cliente 1162,MASS,Quito,39,539.46,Tarjeta de Crédito,713.54,1300.0,2029-05-19,2025-01-31,FUEL,39.2,POS,Activo,CON CUPO,SI,2025-01-31,VALIDADO - HISTÓRICO DISPONIBLE
C000388,Cliente 0388,MASS,Quito,46,853.29,Tarjeta de Crédito,440.05,1500.0,2028-07-30,2025-05-27,HEALTH,14.81,App,Activo,CON CUPO,SI,2025-05-27,VALIDADO - HISTÓRICO DISPONIBLE
C002118,Cliente 2118,MASS,Cuenca,30,666.41,Crédito de Consumo,7038.98,,2030-08-10,2026-03-20,NO APLICA,0.0,Branch,Activo,NO APLICA,SI,2026-03-20,VALIDADO - HISTÓRICO DISPONIBLE
C002188,Cliente 2188,AFFLUENT,Loja,60,1919.32,Tarjeta de Crédito,835.64,2400.0,2029-01-25,2026-06-23,STREAMING,56.94,App,Activo,CON CUPO,SI,2025-05-31,VALIDADO - HISTÓRICO DISPONIBLE
C000784,Cliente 0784,MASS,Quito,43,1591.28,Tarjeta de Crédito,748.2,3000.0,2028-06-28,2026-05-15,STREAMING,117.15,POS,Activo,CON CUPO,SI,2025-03-25,VALIDADO - HISTÓRICO DISPONIBLE
C000917,Cliente 0917,PREMIUM,Cuenca,31,5969.34,Cuenta de Ahorros,21986.7,,,2025-09-23,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-09-23,VALIDADO - HISTÓRICO DISPONIBLE
C000351,Cliente 0351,MASS,Loja,60,629.39,Tarjeta de Crédito,72.79,700.0,2026-12-28,2025-07-02,STREAMING,37.32,POS,Activo,CON CUPO,SI,2025-01-12,VALIDADO - HISTÓRICO DISPONIBLE
C001810,Cliente 1810,MASS,Guayaquil,43,1183.72,Tarjeta de Crédito,0.0,3100.0,2028-09-04,2026-05-02,TRAVEL,36.6,App,Activo,CON CUPO,SI,2025-02-02,VALIDADO - HISTÓRICO DISPONIBLE
C001349,Cliente 1349,JOVEN,Guayaquil,38,535.74,Crédito Vehicular,23317.7,,2027-10-04,2025-09-20,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-09-20,VALIDADO - HISTÓRICO DISPONIBLE
C002173,Cliente 2173,MASS,Quito,33,1134.65,Cuenta de Ahorros,3365.91,,,2025-08-23,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-08-23,VALIDADO - HISTÓRICO DISPONIBLE
C001781,Cliente 1781,PREMIUM,Guayaquil,50,2507.99,Tarjeta de Crédito,2281.94,5600.0,2029-06-28,2026-02-23,HEALTH,45.63,Web,Activo,CON CUPO,SI,2025-02-24,VALIDADO - HISTÓRICO DISPONIBLE
C000031,Cliente 0031,JOVEN,Quito,48,1683.31,Tarjeta de Crédito,2138.21,2300.0,2028-12-07,2025-07-10,OTHERS,93.44,Branch,Activo,CON CUPO,SI,2025-05-18,VALIDADO - HISTÓRICO DISPONIBLE
C001818,Cliente 1818,MASS,Guayaquil,44,716.61,Tarjeta de Crédito,270.76,2100.0,2028-10-19,2025-07-20,STREAMING,90.38,POS,Activo,CON CUPO,SI,15/02/2025,VALIDADO - HISTÓRICO DISPONIBLE
C000068,Cliente 0068,AFFLUENT,Quito,33,2180.77,Tarjeta de Crédito,2451.88,4700.0,2030-01-06,2025-02-07,TECHNOLOGY,91.96,Web,Activo,CON CUPO,SI,2025-02-07,VALIDADO - HISTÓRICO DISPONIBLE
C001869,Cliente 1869,PREMIUM,Guayaquil,40,4413.31,Cuenta de Ahorros,8199.06,,,2026-08-13,NO APLICA,0.0,App,Activo,NO APLICA,NO,2025-11-12,VALIDADO - HISTÓRICO DISPONIBLE
C001404,Cliente 1404,MASS,Guayaquil,36,756.77,Crédito Vehicular,16643.85,,2029-07-05,2025-01-02,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-01-02,VALIDADO - HISTÓRICO DISPONIBLE
C001211,Cliente 1211,MASS,Guayaquil,51,712.17,Tarjeta de Crédito,639.29,2100.0,2027-04-18,2026-06-08,TECHNOLOGY,30.86,POS,Activo,CON CUPO,SI,2025-01-16,VALIDADO - HISTÓRICO DISPONIBLE
C000589,Cliente 0589,PYME,Loja,56,2534.15,Tarjeta de Crédito,893.91,4400.0,2028-08-15,2025-10-27,FUEL,62.44,App,Activo,CON CUPO,SI,2025-01-10,VALIDADO - HISTÓRICO DISPONIBLE
C001086,Cliente 1086,MASS,Loja,28,884.87,Tarjeta de Crédito,53.85,2000.0,2030-06-11,2025-07-01,HEALTH,10.0,App,Activo,CON CUPO,SI,2025-03-30,VALIDADO - HISTÓRICO DISPONIBLE
C000420,Cliente 0420,MASS,Guayaquil,44,523.23,Tarjeta de Crédito,30.57,1100.0,2030-01-03,2026-08-01,SUPERMARKET,8.56,Web,Activo,CON CUPO,SI,2025-01-09,VALIDADO - HISTÓRICO DISPONIBLE
C001678,Cliente 1678,MASS,Cuenca,37,829.32,Tarjeta de Crédito,378.37,2000.0,2027-08-27,2025-10-26,ENTERTAINMENT,50.99,App,Activo,CON CUPO,SI,2025-02-01,VALIDADO - HISTÓRICO DISPONIBLE
C000190,Cliente 0190,JOVEN,Guayaquil,68,481.66,Tarjeta de Crédito,172.92,500.0,2028-03-16,2025-04-25,SUPERMARKET,16.52,App,Activo,CON CUPO,SI,2025-03-22,VALIDADO - HISTÓRICO DISPONIBLE
C000374,Cliente 0374,MASS,Cuenca,43,719.0,Crédito Hipotecario,114342.21,,2029-08-14,2025-08-22,NO APLICA,0.0,ATM,Activo,NO APLICA,SI,2025-08-22,VALIDADO - HISTÓRICO DISPONIBLE
C001419,Cliente 1419,MASS,Guayaquil,52,419.03,Tarjeta de Crédito,68.31,1200.0,2029-09-07,2026-02-16,TECHNOLOGY,23.1,POS,Activo,CON CUPO,SI,2025-02-03,VALIDADO - HISTÓRICO DISPONIBLE
C000860,Cliente 0860,AFFLUENT,Guayaquil,44,1770.34,Tarjeta de Crédito,1869.38,4000.0,2030-07-02,2026-02-07,FUEL,609.15,App,Activo,CON CUPO,SI,2025-04-07,VALIDADO - HISTÓRICO DISPONIBLE
C001181,Cliente 1181,MASS,Quito,34,589.76,Tarjeta de Crédito,400.49,1300.0,2026-11-11,2026-07-02,TECHNOLOGY,11.36,Web,Activo,CON CUPO,SI,2025-01-27,VALIDADO - HISTÓRICO DISPONIBLE
C001588,Cliente 1588,MASS,Guayaquil,78,898.34,Cuenta de Ahorros,3935.25,,,2026-07-19,NO APLICA,0.0,Branch,Activo,NO APLICA,NO,2025-05-23,VALIDADO - HISTÓRICO DISPONIBLE
C001246,Cliente 1246,PREMIUM,Guayaquil,27,2955.96,Tarjeta de Crédito,958.9,7100.0,2029-01-22,2026-05-25,SUPERMARKET,50.2,ATM,Activo,CON CUPO,SI,2025-04-30,VALIDADO - HISTÓRICO DISPONIBLE
C000332,Cliente 0332,AFFLUENT,Guayaquil,47,2804.31,Tarjeta de Crédito,1475.39,3400.0,2028-04-25,2026-01-09,HEALTH,57.62,Web,Activo,CON CUPO,SI,2025-01-16,VALIDADO - HISTÓRICO DISPONIBLE
C001593,Cliente 1593,AFFLUENT,Guayaquil,34,1982.54,Tarjeta de Crédito,968.61,2100.0,2027-04-20,2025-09-25,FUEL,72.67,Web,Activo,CON CUPO,SI,2025-03-25,VALIDADO - HISTÓRICO DISPONIBLE
